"Status","Year","Age","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Cardiff and Vale of Glamorgan","Outside London","AA/AO","35","30","20200","20140"
"In post","2021","16-19","Cardiff and Vale of Glamorgan","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Bedfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Hampshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Central Valleys","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Cheshire East","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire East","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire West and Chester","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chorley and West Lancashire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","City of Edinburgh","Outside London","AA/AO","75","75","20940","20850"
"In post","2021","16-19","City of Edinburgh","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Clackmannanshire and Fife","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cornwall and Isles of Scilly","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Coventry","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Coventry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Croydon","London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Croydon","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derby","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Devon CC","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Devon CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Dudley","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Dudley","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Dumfries and Galloway","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Durham CC","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Durham CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ealing","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Ayrshire and North Ayrshire mainland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Ayrshire and North Ayrshire mainland","Outside London","EO","10","10","17080","16780"
"In post","2021","16-19","East Cumbria","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Kent","Outside London","AA/AO","30","30","21530","21430"
"In post","2021","16-19","East Riding of Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Surrey","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Sussex CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Sussex CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Enfield","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex Haven Gateway","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex Thames Gateway","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Falkirk","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Flintshire and Wrexham","Outside London","AA/AO","15","15","17110","16780"
"In post","2021","16-19","Flintshire and Wrexham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Glasgow City","Outside London","AA/AO","30","30","20780","21010"
"In post","2021","16-19","Glasgow City","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester North West","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester South East","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Greater Manchester South West","Outside London","AA/AO","10","10","20120","20140"
"In post","2021","16-19","Greater Manchester South West","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gwent Valleys","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gwynedd","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gwynedd","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hackney and Newham","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Haringey and Islington","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Haringey and Islington","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Harrow and Hillingdon","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heart of Essex","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hertfordshire","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Hertfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hounslow and Richmond upon Thames","London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kensington & Chelsea and Hammersmith & Fulham","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent Thames Gateway","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Kingston upon Hull, City of","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lambeth","London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Lambeth","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancaster and Wyre","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leeds","Outside London","AA/AO","45","45","20410","20140"
"In post","2021","16-19","Leeds","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicester","Outside London","AA/AO","10","10","19810","20140"
"In post","2021","16-19","Leicestershire CC and Rutland","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Lewisham and Southwark","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lincolnshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Liverpool","Outside London","AA/AO","20","15","20470","20140"
"In post","2021","16-19","Liverpool","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Manchester","Outside London","AA/AO","10","10","20250","20740"
"In post","2021","16-19","Manchester","Outside London","EO","10","10","25060","25000"
"In post","2021","16-19","Medway","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Kent","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Lancashire","Outside London","AA/AO","15","10","20260","20140"
"In post","2021","16-19","Mid Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Milton Keynes","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Milton Keynes","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Milton Keynes","Outside London","Unknown","15","15","20920","21600"
"In post","2021","16-19","Monmouthshire and Newport","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2021","16-19","Monmouthshire and Newport","Outside London","EO","10","10","[c]","[c]"
"In post","2021","16-19","Na h-Eileanan Siar","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North and North East Lincolnshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Lanarkshire","Outside London","AA/AO","15","10","20180","20140"
"In post","2021","16-19","North Nottinghamshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Nottinghamshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Norwich and East Norfolk","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Norwich and East Norfolk","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Nottingham","Outside London","AA/AO","20","20","20960","20880"
"In post","2021","16-19","Nottingham","Outside London","EO","5","5","[c]","[c]"
"In post","2021","16-19","Orkney Islands","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Oxfordshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Oxfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Perth and Kinross and Stirling","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Peterborough","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Peterborough","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Plymouth","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Plymouth","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Plymouth","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Portsmouth","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Redbridge and Waltham Forest","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Borders","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sefton","Outside London","AA/AO","25","25","20330","20140"
"In post","2021","16-19","Sheffield","Outside London","AA/AO","15","15","20830","21010"
"In post","2021","16-19","Sheffield","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sheffield","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Solihull","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Solihull","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South and West Derbyshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Hampshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","South Hampshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","16-19","South Lanarkshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","South Nottinghamshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Teesside","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West Wales","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Southampton","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southampton","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southend-on-Sea","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Staffordshire CC","Outside London","AA/AO","10","10","21870","22220"
"In post","2021","16-19","Staffordshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Stoke-on-Trent","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Suffolk","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Suffolk","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sunderland","Outside London","AA/AO","15","15","20190","20140"
"In post","2021","16-19","Swansea","Outside London","AA/AO","45","40","19590","18060"
"In post","2021","16-19","Swansea","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Thurrock","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Tower Hamlets","London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Tower Hamlets","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tyneside","Outside London","AA/AO","55","55","20570","20140"
"In post","2021","16-19","Tyneside","Outside London","EO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Wakefield","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Warwickshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Cumbria","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Lothian","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Northamptonshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Surrey","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Surrey","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Sussex (South West)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Sussex (South West)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Sussex (South West)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Westminster","London","AA/AO","25","25","23730","23500"
"In post","2021","16-19","Westminster","London","EO","65","65","25790","25170"
"In post","2021","16-19","Westminster","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","16-19","Wiltshire","Outside London","AA/AO","30","30","18680","19630"
"In post","2021","16-19","Wiltshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wirral","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Wolverhampton","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Worcestershire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Worcestershire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","York","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","York","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","Outside London","AA/AO","115","110","23830","22220"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","Outside London","EO","75","75","28500","27840"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","Outside London","SEO/HEO","40","40","34340","33550"
"In post","2021","20-29","Angus and Dundee City","Outside London","AA/AO","160","155","21140","21010"
"In post","2021","20-29","Angus and Dundee City","Outside London","EO","40","40","26750","27360"
"In post","2021","20-29","Angus and Dundee City","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Angus and Dundee City","Outside London","SEO/HEO","15","15","32640","31400"
"In post","2021","20-29","Antrim and Newtownabbey","Outside London","AA/AO","10","10","19970","20310"
"In post","2021","20-29","Antrim and Newtownabbey","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ards and North Down","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barking & Dagenham and Havering","London","AA/AO","15","15","23820","25110"
"In post","2021","20-29","Barking & Dagenham and Havering","London","EO","60","60","30950","31060"
"In post","2021","20-29","Barking & Dagenham and Havering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barking & Dagenham and Havering","London","Unknown","10","10","30160","26810"
"In post","2021","20-29","Barnet","London","AA/AO","75","70","23990","23530"
"In post","2021","20-29","Barnet","London","EO","115","115","28920","27720"
"In post","2021","20-29","Barnet","London","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Barnet","London","SEO/HEO","120","115","35180","32880"
"In post","2021","20-29","Barnet","London","Unknown","15","15","27880","26810"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Outside London","AA/AO","305","295","23480","22850"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Outside London","EO","70","70","28080","27570"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Outside London","SEO/HEO","10","10","32370","31180"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Outside London","Unknown","30","30","25730","22920"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AA/AO","185","180","21710","20920"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","1130","1115","23810","25310"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6/G7","15","15","51020","48880"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO/HEO","1145","1140","32000","31600"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","340","340","28720","27540"
"In post","2021","20-29","Bedford","Outside London","AA/AO","105","105","27580","29920"
"In post","2021","20-29","Bedford","Outside London","EO","35","35","27180","27570"
"In post","2021","20-29","Bedford","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedford","Outside London","Unknown","15","15","23270","22920"
"In post","2021","20-29","Belfast","Outside London","AA/AO","240","225","20360","20140"
"In post","2021","20-29","Belfast","Outside London","EO","100","100","25450","25560"
"In post","2021","20-29","Belfast","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Belfast","Outside London","SEO/HEO","45","45","32530","31810"
"In post","2021","20-29","Berkshire","Outside London","AA/AO","210","210","26640","26610"
"In post","2021","20-29","Berkshire","Outside London","EO","105","100","29080","29290"
"In post","2021","20-29","Berkshire","Outside London","G6/G7","15","15","51470","51970"
"In post","2021","20-29","Berkshire","Outside London","SEO/HEO","55","55","33680","32120"
"In post","2021","20-29","Berkshire","Outside London","Unknown","40","40","24770","24020"
"In post","2021","20-29","Bexley and Greenwich","London","AA/AO","205","205","28730","30150"
"In post","2021","20-29","Bexley and Greenwich","London","EO","85","85","31660","31060"
"In post","2021","20-29","Bexley and Greenwich","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Bexley and Greenwich","London","Unknown","30","30","28700","26810"
"In post","2021","20-29","Birmingham","Outside London","AA/AO","795","770","20610","20140"
"In post","2021","20-29","Birmingham","Outside London","EO","570","565","25860","25560"
"In post","2021","20-29","Birmingham","Outside London","G6/G7","55","50","52590","52580"
"In post","2021","20-29","Birmingham","Outside London","SEO/HEO","320","315","32420","31810"
"In post","2021","20-29","Birmingham","Outside London","Unknown","60","55","24320","22920"
"In post","2021","20-29","Blackburn with Darwen","Outside London","AA/AO","15","15","21410","21010"
"In post","2021","20-29","Blackburn with Darwen","Outside London","EO","30","30","27570","27570"
"In post","2021","20-29","Blackburn with Darwen","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Blackburn with Darwen","Outside London","Unknown","10","10","24350","22920"
"In post","2021","20-29","Blackpool","Outside London","AA/AO","310","305","21010","21010"
"In post","2021","20-29","Blackpool","Outside London","EO","215","210","27530","27570"
"In post","2021","20-29","Blackpool","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Blackpool","Outside London","SEO/HEO","45","45","32420","31990"
"In post","2021","20-29","Blackpool","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Bournemouth and Poole","Outside London","AA/AO","15","15","19250","18890"
"In post","2021","20-29","Bournemouth and Poole","Outside London","EO","20","20","26970","27570"
"In post","2021","20-29","Bournemouth and Poole","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bournemouth and Poole","Outside London","Unknown","15","15","22500","22920"
"In post","2021","20-29","Bradford","Outside London","AA/AO","275","265","20200","20140"
"In post","2021","20-29","Bradford","Outside London","EO","130","130","26460","27570"
"In post","2021","20-29","Bradford","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Bradford","Outside London","SEO/HEO","50","50","31880","31810"
"In post","2021","20-29","Bradford","Outside London","Unknown","25","25","24700","22920"
"In post","2021","20-29","Breckland and South Norfolk","Outside London","AA/AO","85","85","23350","23970"
"In post","2021","20-29","Breckland and South Norfolk","Outside London","EO","15","15","27000","27570"
"In post","2021","20-29","Breckland and South Norfolk","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Breckland and South Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Brent","London","AA/AO","15","15","23590","22680"
"In post","2021","20-29","Brent","London","EO","70","70","30590","31060"
"In post","2021","20-29","Brent","London","SEO/HEO","10","10","33710","33910"
"In post","2021","20-29","Brent","London","Unknown","15","15","27670","26810"
"In post","2021","20-29","Bridgend and Neath Port Talbot","Outside London","AA/AO","40","35","20430","21010"
"In post","2021","20-29","Bridgend and Neath Port Talbot","Outside London","EO","30","30","28050","27570"
"In post","2021","20-29","Bridgend and Neath Port Talbot","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bridgend and Neath Port Talbot","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Brighton and Hove","Outside London","AA/AO","25","25","20660","20120"
"In post","2021","20-29","Brighton and Hove","Outside London","EO","40","40","27610","27570"
"In post","2021","20-29","Brighton and Hove","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Brighton and Hove","Outside London","Unknown","10","10","23500","22920"
"In post","2021","20-29","Bristol, City of","Outside London","AA/AO","360","350","21400","21050"
"In post","2021","20-29","Bristol, City of","Outside London","EO","290","285","25820","25560"
"In post","2021","20-29","Bristol, City of","Outside London","G6/G7","70","70","51340","52580"
"In post","2021","20-29","Bristol, City of","Outside London","SEO/HEO","340","335","32420","31810"
"In post","2021","20-29","Bristol, City of","Outside London","Unknown","45","45","23730","22920"
"In post","2021","20-29","Bromley","London","AA/AO","20","20","22330","21300"
"In post","2021","20-29","Bromley","London","EO","35","35","30880","31060"
"In post","2021","20-29","Bromley","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bromley","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Buckinghamshire CC","Outside London","AA/AO","125","120","25590","27850"
"In post","2021","20-29","Buckinghamshire CC","Outside London","EO","70","70","27760","27570"
"In post","2021","20-29","Buckinghamshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Buckinghamshire CC","Outside London","SEO/HEO","45","45","34750","35300"
"In post","2021","20-29","Buckinghamshire CC","Outside London","Unknown","25","25","23990","24020"
"In post","2021","20-29","Caithness and Sutherland and Ross and Cromarty","Outside London","AA/AO","15","15","22890","22920"
"In post","2021","20-29","Caithness and Sutherland and Ross and Cromarty","Outside London","EO","10","10","28570","28660"
"In post","2021","20-29","Calderdale and Kirklees","Outside London","AA/AO","20","20","20930","21010"
"In post","2021","20-29","Calderdale and Kirklees","Outside London","EO","65","65","27420","27570"
"In post","2021","20-29","Calderdale and Kirklees","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Calderdale and Kirklees","Outside London","Unknown","20","15","23010","22920"
"In post","2021","20-29","Cambridgeshire CC","Outside London","AA/AO","230","225","25060","25850"
"In post","2021","20-29","Cambridgeshire CC","Outside London","EO","105","105","26720","26670"
"In post","2021","20-29","Cambridgeshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cambridgeshire CC","Outside London","SEO/HEO","85","85","33200","33000"
"In post","2021","20-29","Cambridgeshire CC","Outside London","Unknown","25","25","25500","22920"
"In post","2021","20-29","Camden and City of London","London","AA/AO","170","170","22670","22680"
"In post","2021","20-29","Camden and City of London","London","EO","185","185","29150","29570"
