"Status","Year","Age","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","No function","AO","4735","3690","23140","21440"
"In post","2021","60-64","No function","EO","2660","2115","28790","28130"
"In post","2021","60-64","No function","G6","305","270","72240","71370"
"In post","2021","60-64","No function","G7","645","570","57330","56120"
"In post","2021","60-64","No function","HEO","1520","1215","34930","34500"
"In post","2021","60-64","No function","SCS level","185","165","107380","100660"
"In post","2021","60-64","No function","SEO","875","745","44970","42890"
"In post","2021","60-64","No function","Unknown","955","820","30690","28200"
"In post","2021","60-64","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","AO","55","50","22080","21580"
"In post","2021","60-64","Project Delivery","EO","395","350","25520","26410"
"In post","2021","60-64","Project Delivery","G6","125","110","70020","69650"
"In post","2021","60-64","Project Delivery","G7","255","230","54680","54540"
"In post","2021","60-64","Project Delivery","HEO","485","440","33560","33300"
"In post","2021","60-64","Project Delivery","SCS level","50","45","103080","94570"
"In post","2021","60-64","Project Delivery","SEO","525","465","41980","41530"
"In post","2021","60-64","Project Delivery","Unknown","85","75","45970","43630"
"In post","2021","60-64","Property","AA","150","140","18180","17230"
"In post","2021","60-64","Property","AO","180","160","23650","22920"
"In post","2021","60-64","Property","EO","190","170","28250","27460"
"In post","2021","60-64","Property","G6","30","30","67730","65370"
"In post","2021","60-64","Property","G7","90","80","56750","55970"
"In post","2021","60-64","Property","HEO","220","200","34520","33300"
"In post","2021","60-64","Property","SCS level","10","10","[c]","[c]"
"In post","2021","60-64","Property","SEO","185","160","43380","43580"
"In post","2021","60-64","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","AA","350","325","20030","19560"
"In post","2021","60-64","Security","AO","195","170","31390","39070"
"In post","2021","60-64","Security","EO","95","90","28190","26670"
"In post","2021","60-64","Security","G6","10","10","[c]","[c]"
"In post","2021","60-64","Security","G7","20","20","58780","57820"
"In post","2021","60-64","Security","HEO","80","70","35590","33390"
"In post","2021","60-64","Security","SEO","35","35","48000","45240"
"In post","2021","60-64","Unknown","AA","705","635","19810","19560"
"In post","2021","60-64","Unknown","AO","5240","4290","21560","21010"
"In post","2021","60-64","Unknown","EO","6165","4805","28160","27570"
"In post","2021","60-64","Unknown","G6","230","200","71230","72320"
"In post","2021","60-64","Unknown","G7","460","410","59130","59320"
"In post","2021","60-64","Unknown","HEO","1385","1155","34950","34290"
"In post","2021","60-64","Unknown","SCS level","95","90","99220","86890"
"In post","2021","60-64","Unknown","SEO","700","605","43160","42550"
"In post","2021","60-64","Unknown","Unknown","175","170","39450","35380"
"In post","2021","65+","Analysis","AO","5","5","[c]","[c]"
"In post","2021","65+","Analysis","EO","20","15","27070","27160"
"In post","2021","65+","Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","G7","20","15","57070","59060"
"In post","2021","65+","Analysis","HEO","5","5","[c]","[c]"
"In post","2021","65+","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","SEO","5","5","[c]","[c]"
"In post","2021","65+","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","AO","20","15","22330","21590"
"In post","2021","65+","Commercial","EO","25","20","27660","26930"
"In post","2021","65+","Commercial","G6","5","5","[c]","[c]"
"In post","2021","65+","Commercial","G7","10","10","55940","54670"
"In post","2021","65+","Commercial","HEO","15","15","35480","34920"
"In post","2021","65+","Commercial","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Commercial","SEO","15","15","42680","42410"
"In post","2021","65+","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","AO","10","10","21510","21440"
"In post","2021","65+","Communications","EO","50","40","24750","25560"
"In post","2021","65+","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","HEO","15","15","32730","32580"
"In post","2021","65+","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","SEO","15","10","41900","42500"
"In post","2021","65+","Counter Fraud","AO","50","35","21830","21440"
"In post","2021","65+","Counter Fraud","EO","55","35","28950","28130"
"In post","2021","65+","Counter Fraud","G6","5","5","[c]","[c]"
"In post","2021","65+","Counter Fraud","G7","15","10","57950","58130"
"In post","2021","65+","Counter Fraud","HEO","50","35","35650","35000"
"In post","2021","65+","Counter Fraud","SEO","20","15","42280","42520"
"In post","2021","65+","Debt","AO","105","75","22510","21440"
"In post","2021","65+","Debt","EO","25","20","29370","28130"
"In post","2021","65+","Debt","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Debt","HEO","10","5","[c]","[c]"
"In post","2021","65+","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","AO","15","15","22420","21580"
"In post","2021","65+","Digital, Data & Technology","EO","40","30","29010","28130"
"In post","2021","65+","Digital, Data & Technology","G6","15","10","68020","62690"
"In post","2021","65+","Digital, Data & Technology","G7","30","25","56340","54700"
"In post","2021","65+","Digital, Data & Technology","HEO","50","40","34600","33860"
"In post","2021","65+","Digital, Data & Technology","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","SEO","40","30","43930","42510"
"In post","2021","65+","Digital, Data & Technology","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Finance","AA","15","10","19910","20070"
"In post","2021","65+","Finance","AO","60","45","21790","21440"
"In post","2021","65+","Finance","EO","50","40","28260","28130"
"In post","2021","65+","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","G7","10","10","60440","58850"
"In post","2021","65+","Finance","HEO","20","20","36910","36240"
"In post","2021","65+","Finance","SEO","30","25","43280","44330"
"In post","2021","65+","Grants Management","AO","30","25","21050","21050"
"In post","2021","65+","Grants Management","EO","10","10","26420","26520"
"In post","2021","65+","Grants Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","AA","5","5","[c]","[c]"
"In post","2021","65+","Human Resources","AO","45","35","21510","21440"
"In post","2021","65+","Human Resources","EO","25","20","28430","28130"
"In post","2021","65+","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","G7","10","10","56920","56720"
"In post","2021","65+","Human Resources","HEO","25","20","34390","33300"
"In post","2021","65+","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","SEO","20","15","46080","45900"
"In post","2021","65+","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","SEO","5","5","[c]","[c]"
"In post","2021","65+","Legal","AA","30","25","20080","20070"
"In post","2021","65+","Legal","AO","55","40","23040","22820"
"In post","2021","65+","Legal","EO","50","40","28320","28810"
"In post","2021","65+","Legal","G6","30","25","74480","75080"
"In post","2021","65+","Legal","G7","85","60","60850","61000"
"In post","2021","65+","Legal","HEO","10","10","35340","34740"
"In post","2021","65+","Legal","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Legal","SEO","25","20","46310","45510"
"In post","2021","65+","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","AA","800","570","19640","20070"
"In post","2021","65+","No function","AO","1440","1060","22830","21440"
"In post","2021","65+","No function","EO","795","585","28200","27430"
"In post","2021","65+","No function","G6","125","90","71290","71490"
"In post","2021","65+","No function","G7","205","160","58920","58130"
"In post","2021","65+","No function","HEO","405","290","34900","34880"
"In post","2021","65+","No function","SCS level","50","35","110310","107900"
"In post","2021","65+","No function","SEO","250","180","45010","42520"
"In post","2021","65+","No function","Unknown","310","240","30630","28200"
"In post","2021","65+","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","AO","25","20","22670","22240"
"In post","2021","65+","Project Delivery","EO","115","90","25720","26000"
"In post","2021","65+","Project Delivery","G6","30","20","73890","72590"
"In post","2021","65+","Project Delivery","G7","50","45","54800","54540"
"In post","2021","65+","Project Delivery","HEO","155","130","33960","33520"
"In post","2021","65+","Project Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Project Delivery","SEO","125","95","42990","42520"
"In post","2021","65+","Project Delivery","Unknown","40","35","44860","41430"
"In post","2021","65+","Property","AA","90","85","17980","17230"
"In post","2021","65+","Property","AO","60","50","24090","22920"
"In post","2021","65+","Property","EO","70","60","27820","26780"
"In post","2021","65+","Property","G6","5","5","[c]","[c]"
"In post","2021","65+","Property","G7","20","20","57230","57130"
"In post","2021","65+","Property","HEO","70","60","35420","34610"
"In post","2021","65+","Property","SEO","55","45","43680","44430"
"In post","2021","65+","Security","AA","100","85","20290","19560"
"In post","2021","65+","Security","AO","50","40","27800","22330"
"In post","2021","65+","Security","EO","35","35","25200","22090"
"In post","2021","65+","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","HEO","20","20","36690","34640"
"In post","2021","65+","Security","SEO","5","5","[c]","[c]"
"In post","2021","65+","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","AA","340","290","19900","19560"
"In post","2021","65+","Unknown","AO","1815","1410","21870","21010"
"In post","2021","65+","Unknown","EO","1710","1235","28410","27570"
"In post","2021","65+","Unknown","G6","55","40","73320","73940"
"In post","2021","65+","Unknown","G7","100","85","63270","60830"
"In post","2021","65+","Unknown","HEO","390","300","35480","34490"
"In post","2021","65+","Unknown","SCS level","30","25","95010","88240"
"In post","2021","65+","Unknown","SEO","155","125","44350","45020"
"In post","2021","65+","Unknown","Unknown","45","45","42230","37960"
"In post","2021","Unknown","Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","EO","5","5","[c]","[c]"
"In post","2021","Unknown","No function","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","AO","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","EO","15","15","27570","27570"
"In post","2021","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","AA","15","[c]","17800","17990"
"Leaver CS","2021","16-19","No function","AO","25","[c]","20800","20760"
"Leaver CS","2021","16-19","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","AO","35","[c]","21210","21010"
"Leaver CS","2021","16-19","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","AO","95","[c]","21310","19130"
"Leaver CS","2021","20-29","Analysis","EO","25","[c]","25630","26410"
"Leaver CS","2021","20-29","Analysis","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","HEO","30","[c]","31760","31240"
"Leaver CS","2021","20-29","Analysis","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","AO","20","[c]","20220","19970"
"Leaver CS","2021","20-29","Communications","EO","10","[c]","24620","25990"
"Leaver CS","2021","20-29","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","HEO","25","[c]","32890","33210"
"Leaver CS","2021","20-29","Communications","SEO","15","[c]","40950","40000"
"Leaver CS","2021","20-29","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","AO","30","[c]","20870","20860"
"Leaver CS","2021","20-29","Digital, Data & Technology","EO","20","[c]","25400","25730"
"Leaver CS","2021","20-29","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","G7","10","[c]","54440","52670"
"Leaver CS","2021","20-29","Digital, Data & Technology","HEO","20","[c]","32880","32000"
"Leaver CS","2021","20-29","Digital, Data & Technology","SEO","15","[c]","40020","39910"
"Leaver CS","2021","20-29","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","EO","10","[c]","24180","25100"
"Leaver CS","2021","20-29","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Grants Management","AO","20","[c]","20850","21050"
"Leaver CS","2021","20-29","Grants Management","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","AO","20","[c]","19970","20610"
"Leaver CS","2021","20-29","Human Resources","EO","15","[c]","23150","26000"
"Leaver CS","2021","20-29","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","AO","45","[c]","21890","21950"
"Leaver CS","2021","20-29","Legal","EO","45","[c]","26330","26410"
"Leaver CS","2021","20-29","Legal","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","HEO","15","[c]","31650","30850"
"Leaver CS","2021","20-29","Legal","SEO","10","[c]","35640","36500"
"Leaver CS","2021","20-29","No function","AA","325","[c]","17710","17180"
"Leaver CS","2021","20-29","No function","AO","1455","[c]","20960","20810"
"Leaver CS","2021","20-29","No function","EO","245","[c]","24680","25080"
"Leaver CS","2021","20-29","No function","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","No function","G7","20","[c]","52280","52610"
"Leaver CS","2021","20-29","No function","HEO","205","[c]","31130","30850"
"Leaver CS","2021","20-29","No function","SEO","45","[c]","39170","40050"
"Leaver CS","2021","20-29","No function","Unknown","135","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","AO","15","[c]","21110","21870"
"Leaver CS","2021","20-29","Project Delivery","EO","80","[c]","20710","20230"
"Leaver CS","2021","20-29","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","HEO","45","[c]","30210","30420"
"Leaver CS","2021","20-29","Project Delivery","SEO","15","[c]","39400","39510"
"Leaver CS","2021","20-29","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","AA","10","[c]","19370","19120"
"Leaver CS","2021","20-29","Property","AO","20","[c]","22530","21710"
"Leaver CS","2021","20-29","Property","EO","75","[c]","25220","24500"
"Leaver CS","2021","20-29","Property","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","AA","15","[c]","19680","19560"
"Leaver CS","2021","20-29","Security","AO","45","[c]","26860","26100"
"Leaver CS","2021","20-29","Security","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","AA","110","[c]","21030","21770"
"Leaver CS","2021","20-29","Unknown","AO","850","[c]","21720","21010"
"Leaver CS","2021","20-29","Unknown","EO","555","[c]","27710","27570"
"Leaver CS","2021","20-29","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","G7","35","[c]","54580","54070"
"Leaver CS","2021","20-29","Unknown","HEO","215","[c]","31560","33180"
"Leaver CS","2021","20-29","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","SEO","70","[c]","40510","40640"
"Leaver CS","2021","20-29","Unknown","Unknown","145","[c]","27070","28420"
"Leaver CS","2021","30-39","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Analysis","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Analysis","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Analysis","HEO","20","[c]","32020","30960"
"Leaver CS","2021","30-39","Analysis","SEO","15","[c]","38840","37400"
"Leaver CS","2021","30-39","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","HEO","10","[c]","32290","32080"
"Leaver CS","2021","30-39","Commercial","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","SEO","10","[c]","41490","38220"
"Leaver CS","2021","30-39","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","G7","15","[c]","54990","54700"
"Leaver CS","2021","30-39","Communications","HEO","20","[c]","33320","33100"
"Leaver CS","2021","30-39","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","SEO","10","[c]","42520","41590"
"Leaver CS","2021","30-39","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","EO","15","[c]","27550","27130"
"Leaver CS","2021","30-39","Digital, Data & Technology","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","G7","35","[c]","57530","56920"
"Leaver CS","2021","30-39","Digital, Data & Technology","HEO","15","[c]","35680","36180"
"Leaver CS","2021","30-39","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","SEO","35","[c]","41280","40420"
"Leaver CS","2021","30-39","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","HEO","10","[c]","35430","33000"
"Leaver CS","2021","30-39","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Grants Management","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","AO","10","[c]","21100","20920"
"Leaver CS","2021","30-39","Human Resources","EO","10","[c]","27300","26600"
"Leaver CS","2021","30-39","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","HEO","15","[c]","33760","32430"
"Leaver CS","2021","30-39","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","SEO","10","[c]","43720","41420"
"Leaver CS","2021","30-39","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","AO","20","[c]","22020","21950"
"Leaver CS","2021","30-39","Legal","EO","15","[c]","27460","27050"
"Leaver CS","2021","30-39","Legal","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","G7","45","[c]","53110","51490"
"Leaver CS","2021","30-39","Legal","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","SEO","15","[c]","39820","37940"
"Leaver CS","2021","30-39","No function","AA","130","[c]","17910","18060"
"Leaver CS","2021","30-39","No function","AO","745","[c]","21180","20970"
"Leaver CS","2021","30-39","No function","EO","215","[c]","26950","26350"
"Leaver CS","2021","30-39","No function","G6","30","[c]","64030","64980"
"Leaver CS","2021","30-39","No function","G7","130","[c]","52780","53320"
"Leaver CS","2021","30-39","No function","HEO","150","[c]","32590","32560"
"Leaver CS","2021","30-39","No function","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","No function","SEO","140","[c]","39430","39250"
"Leaver CS","2021","30-39","No function","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","EO","25","[c]","22970","23710"
"Leaver CS","2021","30-39","Project Delivery","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","G7","20","[c]","52180","52930"
"Leaver CS","2021","30-39","Project Delivery","HEO","30","[c]","32430","32860"
"Leaver CS","2021","30-39","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","SEO","30","[c]","38570","39190"
"Leaver CS","2021","30-39","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","AA","15","[c]","18790","18800"
"Leaver CS","2021","30-39","Property","AO","15","[c]","24240","23070"
"Leaver CS","2021","30-39","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","AO","35","[c]","31770","28750"
"Leaver CS","2021","30-39","Security","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","AA","45","[c]","19400","19050"
"Leaver CS","2021","30-39","Unknown","AO","610","[c]","21510","21010"
"Leaver CS","2021","30-39","Unknown","EO","505","[c]","28180","27570"
"Leaver CS","2021","30-39","Unknown","G6","30","[c]","68470","68590"
"Leaver CS","2021","30-39","Unknown","G7","105","[c]","54890","54400"
"Leaver CS","2021","30-39","Unknown","HEO","170","[c]","33960","33300"
"Leaver CS","2021","30-39","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","SEO","120","[c]","40570","40610"
"Leaver CS","2021","30-39","Unknown","Unknown","95","[c]","27040","29000"
"Leaver CS","2021","40-49","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","G7","10","[c]","60210","59410"
"Leaver CS","2021","40-49","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","SEO","10","[c]","[c]","[c]"
