"Status","Year","Age","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Unknown","Security","AO","40","[c]","29190","26750"
"New entrant CS","2021","30-39","Unknown","Security","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Social Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Social Research","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Social Research","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Statistics","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Statistics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Statistics","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Statistics","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Tax","AO","335","[c]","20180","20140"
"New entrant CS","2021","30-39","Unknown","Tax","EO","125","[c]","25540","25560"
"New entrant CS","2021","30-39","Unknown","Tax","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Tax","HEO","50","[c]","32340","31810"
"New entrant CS","2021","30-39","Unknown","Tax","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Unknown","AA","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Unknown","AO","165","[c]","21490","21010"
"New entrant CS","2021","30-39","Unknown","Unknown","EO","420","[c]","28370","27570"
"New entrant CS","2021","30-39","Unknown","Unknown","G6","30","[c]","71880","65880"
"New entrant CS","2021","30-39","Unknown","Unknown","G7","85","[c]","52770","52540"
"New entrant CS","2021","30-39","Unknown","Unknown","HEO","120","[c]","31470","30650"
"New entrant CS","2021","30-39","Unknown","Unknown","SCS level","55","[c]","73870","68000"
"New entrant CS","2021","30-39","Unknown","Unknown","SEO","75","[c]","40140","38540"
"New entrant CS","2021","30-39","Unknown","Unknown","Unknown","60","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Digital, Data and Technology","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Economics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Economics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Medicine","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Medicine","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Medicine","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Medicine","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Medicine","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Medicine","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Operational Delivery","AA","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Operational Delivery","AO","45","[c]","22080","21430"
"New entrant CS","2021","40-49","Declared disabled","Operational Delivery","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Operational Delivery","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Operational Delivery","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Operational Delivery","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Operational Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Other","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Other","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Planning","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Policy","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Policy","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Policy","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Project Delivery","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Project Delivery","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Psychology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Psychology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Science and Engineering","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Social Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Social Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Social Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Statistics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Tax","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Tax","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Tax","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Tax","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Unknown","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Unknown","AO","100","[c]","21330","21010"
"New entrant CS","2021","40-49","Declared disabled","Unknown","EO","320","[c]","28270","27570"
"New entrant CS","2021","40-49","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Unknown","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Unknown","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Unknown","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Commercial","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Commercial","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Commercial","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Commercial","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Communications","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Communications","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Digital, Data and Technology","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Digital, Data and Technology","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Digital, Data and Technology","G7","60","[c]","56400","53600"
"New entrant CS","2021","40-49","Declared non-disabled","Digital, Data and Technology","HEO","30","[c]","32430","32060"
"New entrant CS","2021","40-49","Declared non-disabled","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Digital, Data and Technology","SEO","60","[c]","41810","41300"
"New entrant CS","2021","40-49","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Economics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Economics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Finance","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Finance","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Finance","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Finance","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Finance","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Finance","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Human Resources","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Human Resources","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Human Resources","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Human Resources","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Human Resources","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Inspector of Education and Training","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Inspector of Education and Training","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Internal Audit","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Knowledge and Information Management","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Knowledge and Information Management","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Legal","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Legal","G7","30","[c]","53770","51280"
"New entrant CS","2021","40-49","Declared non-disabled","Legal","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Legal","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Medicine","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Medicine","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Medicine","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Medicine","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Medicine","G7","10","[c]","[c]","[c]"
