"Status","Year","Age","Region_ITL3","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Kent","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Kent","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Kent","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Kent","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Kent","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Kent","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Kent","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Kent","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Kent","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Kent","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Kent","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Kent","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Kent","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Kent","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Kent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Kent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Kent","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Lancashire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Lancashire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Lancashire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Lancashire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Lancashire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Lancashire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Lancashire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Lancashire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Merseyside","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Merseyside","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Merseyside","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Merseyside","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Merseyside","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Merseyside","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Merseyside","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Merseyside","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Merseyside","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Riding of Yorkshire","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Riding of Yorkshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Riding of Yorkshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Riding of Yorkshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Riding of Yorkshire","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Riding of Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Riding of Yorkshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Riding of Yorkshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Riding of Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Riding of Yorkshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Riding of Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Riding of Yorkshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Surrey","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Surrey","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Surrey","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Surrey","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Surrey","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Surrey","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Surrey","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Surrey","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Surrey","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Surrey","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Sussex CC","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Sussex CC","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Sussex CC","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Sussex CC","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Sussex CC","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Sussex CC","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Sussex CC","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Sussex CC","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Sussex CC","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Sussex CC","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Sussex CC","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Sussex CC","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Enfield","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Enfield","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Enfield","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Enfield","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Enfield","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Enfield","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Haven Gateway","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Haven Gateway","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Haven Gateway","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Haven Gateway","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Haven Gateway","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Haven Gateway","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Haven Gateway","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Haven Gateway","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Haven Gateway","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Thames Gateway","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Thames Gateway","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Thames Gateway","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Thames Gateway","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Thames Gateway","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Thames Gateway","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Thames Gateway","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Thames Gateway","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Thames Gateway","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Essex Thames Gateway","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Falkirk","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Falkirk","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Falkirk","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Falkirk","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Falkirk","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Falkirk","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Falkirk","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Falkirk","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Falkirk","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Falkirk","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Falkirk","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Falkirk","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Flintshire and Wrexham","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Glasgow City","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gloucestershire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North West","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North West","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North West","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North West","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North West","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North West","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North West","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North West","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North West","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester North West","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South East","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South East","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South East","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South East","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South East","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South East","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South East","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Greater Manchester South West","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwent Valleys","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwynedd","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwynedd","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwynedd","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwynedd","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwynedd","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwynedd","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwynedd","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwynedd","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwynedd","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwynedd","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Gwynedd","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hackney and Newham","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hackney and Newham","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hackney and Newham","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hackney and Newham","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hackney and Newham","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hackney and Newham","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hackney and Newham","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hackney and Newham","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hackney and Newham","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hackney and Newham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Hackney and Newham","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Haringey and Islington","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Haringey and Islington","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Haringey and Islington","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Harrow and Hillingdon","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Harrow and Hillingdon","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Harrow and Hillingdon","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Harrow and Hillingdon","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Harrow and Hillingdon","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Harrow and Hillingdon","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Harrow and Hillingdon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Harrow and Hillingdon","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Harrow and Hillingdon","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
