"Status","Year","Age","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Attorney General's Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Attorney General's Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Attorney General's Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","40","[c]","51890","54700"
"Leaver CS","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","45","[c]","50620","55850"
"Leaver CS","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Charity Commission","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Office and Procurator Fiscal Service","Scottish Government","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Office and Procurator Fiscal Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Prosecution Service","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Prosecution Service","Attorney General's Departments","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Crown Prosecution Service","Attorney General's Departments","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Debt Management Office","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Debt Management Office","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Debt Management Office","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","50","[c]","34730","33610"
"Leaver CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Equipment and Support","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","40","[c]","49380","52300"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","40","[c]","46280","50130"
"Leaver CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education (excl. agencies)","Department for Education","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","45","[c]","41430","38840"
"Leaver CS","2021","30-39","Department for International Development","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Development","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Development","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Department for International Trade","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","Department for International Trade","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport (excl. agencies)","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport (excl. agencies)","Department for Transport","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","250","[c]","25410","24180"
"Leaver CS","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","255","[c]","26910","27570"
"Leaver CS","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Education and Skills Funding Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Education and Skills Funding Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Education Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Education Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Education Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","ESTYN","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","ESTYN","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","FCDO Services","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Forestry and Land Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Forestry and Land Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Forestry and Land Scotland","Scottish Government","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Legal Department","Attorney General's Departments","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Legal Department","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Government Legal Department","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Health and Safety Executive","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Health and Safety Executive","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","90","[c]","23590","20650"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Unknown","35","[c]","22700","21300"
"Leaver CS","2021","30-39","HM Land Registry","HM Land Registry","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","HM Land Registry","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","490","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","Ministry of Justice","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","Ministry of Justice","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Prison and Probation Service","Ministry of Justice","Unknown","270","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","465","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","Home Office","Heterosexual / straight","155","[c]","29230","25310"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","Home Office","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","Home Office","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office (incl. agencies)","Home Office","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Institute for Apprenticeships and Technical Education","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Institute for Apprenticeships and Technical Education","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal Aid Agency","Ministry of Justice","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal Aid Agency","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal Aid Agency","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Maritime and Coastguard Agency","Department for Transport","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Maritime and Coastguard Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Maritime and Coastguard Agency","Department for Transport","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Maritime and Coastguard Agency","Department for Transport","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","165","[c]","30430","29930"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","75","[c]","31430","29930"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","National Crime Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","National Crime Agency","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Records of Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Records of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Records of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Savings and Investments","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Savings and Investments","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Savings and Investments","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Budget Responsibility","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Budget Responsibility","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Budget Responsibility","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","Ministry of Justice","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","Ministry of Justice","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Department of Health and Social Care","Heterosexual / straight","140","[c]","37010","35690"
"Leaver CS","2021","30-39","Public Health England","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Department of Health and Social Care","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Department of Health and Social Care","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Royal Fleet Auxiliary","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Royal Fleet Auxiliary","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Royal Fleet Auxiliary","Ministry of Defence","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
